consumer	line	reference	exact_path_exists	kind	target_type
scripts/docs-check.mjs	62	docs/reference/workflows.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	78	docs/deployment/setup-flow.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	79	docs/deployment/secrets.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	80	docs/deployment/infrastructure.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	81	docs/deployment/litellm.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	82	docs/deployment/tailscale-operator.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	83	docs/deployment/agent-deployments.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	84	docs/deployment/deployment-verification.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	85	docs/operators/running-the-pipeline.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	86	docs/operators/recovery-runbook.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	87	docs/operators/final-preview-tailscale.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	114	docs/ROADMAP.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-check.mjs	115	docs/future-implementation-ideas.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
scripts/docs-check.mjs	116	docs/concepts/intent-driven-pipeline.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
scripts/docs-generate.mjs	20	docs/generated/inventory/deploy-script.json	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	21	docs/generated/inventory/secret-setup.json	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	22	docs/generated/inventory/helm-values.json	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	23	docs/generated/inventory/workflows.json	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	26	docs/reference/cli.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	27	docs/reference/secrets.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	28	docs/reference/helm-values.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	29	docs/reference/environment-variables.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	30	docs/reference/verification-commands.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	31	docs/reference/workflows.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-generate.mjs	228	docs/generated/inventory/*.json	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
scripts/docs-generate.mjs	229	docs/current	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
scripts/docs-inventory.mjs	9	docs/generated/inventory	True	literal-reference; check dynamic assembly in AP03	directory
scripts/docs-publication.mjs	324	docs/site/README.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	325	docs/site/understand/README.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	326	docs/site/understand/request-to-result.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	327	docs/site/use/README.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	328	docs/site/use/quickstart.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	329	docs/site/use/recovery.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	330	docs/site/extend/README.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	331	docs/site/extend/first-plugin.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	332	docs/site/extend/testing.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	333	docs/site/status/current.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	337	docs/site/extend/first-plugin.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	337	docs/site/use/quickstart.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	337	docs/site/use/recovery.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/docs-publication.mjs	353	docs/site/extend/first-plugin.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/generate-suite-migration-status.mjs	8	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
scripts/generate-suite-migration-status.mjs	9	docs/architecture/pipeline-test-gate-suite-migration-status.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/pipeline-unit-parity-report.mjs	3	docs/architecture/pipeline-test-gate-unit-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
scripts/pipeline-unit-parity-report.mjs	4	docs/architecture/pipeline-test-gate-phase-9-parity-report.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/plugin-system-inventory.mjs	9	docs/generated/inventory/plugin-system.json	True	literal-reference; check dynamic assembly in AP03	file
scripts/plugin-system-inventory.mjs	13	docs/architecture/plugin-system-current-inventory.md	True	literal-reference; check dynamic assembly in AP03	file
scripts/registry-client-config.mjs	84	docs/operations/registry-clients.md	True	literal-reference; check dynamic assembly in AP03	file
skills/buster/plugins/direct-command/README.md	18	docs/architecture/pipeline-test-gate-phase-8-plan.md	True	literal-reference; check dynamic assembly in AP03	file
skills/buster/plugins/visual/README.md	10	docs/architecture/pipeline-test-gate-visual-operator-guide.md	True	literal-reference; check dynamic assembly in AP03	file
skills/common/plugin-runtime/foundation/observability/README.md	43	docs/operations/observability-retention.md	True	literal-reference; check dynamic assembly in AP03	file
skills/nova/core/execution/CAPABILITIES.md	8	docs/architecture/plugin-system-phase5-capabilities.json	True	literal-reference; check dynamic assembly in AP03	file
skills/nova/plugins/architecture-validator/tests/live-function.test.ts	23	docs/architecture.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
skills/nova/plugins/architecture-validator/tests/protocol.unit.test.ts	14	docs/architecture.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
skills/nova/plugins/case-study/README.md	49	docs/review/remediation/implementation/report-evidence.md	True	literal-reference; check dynamic assembly in AP03	file
skills/nova/plugins/pipeline-review/README.md	49	docs/review/remediation/implementation/report-evidence.md	True	literal-reference; check dynamic assembly in AP03	file
skills/nova/plugins/review/tests/repository-revalidation.unit.test.mjs	100	docs/shared.ts	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
skills/nova/plugins/review/tests/repository-revalidation.unit.test.mjs	104	docs/other.ts	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
skills/nova/plugins/review/tests/repository-revalidation.unit.test.mjs	143	docs/shared.ts	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
skills/nova/plugins/review/tests/review-context-selection.unit.test.mjs	134	docs/guide.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
skills/nova/plugins/review/tests/review-context-selection.unit.test.mjs	138	docs/guide.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
skills/nova/project_setup/module-files.md	133	docs/architecture/pipeline-test-gate-api-configuration-reference.md	True	literal-reference; check dynamic assembly in AP03	file
skills/nova/project_setup/module-files.md	133	docs/architecture/pipeline-test-gate-api-user-guide.md	True	literal-reference; check dynamic assembly in AP03	file
skills/nova/project_setup/module-files.md	249	docs/architecture/pipeline-test-gate-visual-user-guide.md	True	literal-reference; check dynamic assembly in AP03	file
skills/nova/project_setup/progress-json.md	282	docs/lifecycle-unification/TELEMETRY_CONTRACT_V1.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
skills/nova/project_setup/progress-json.md	282	docs/telemetry-event-schema.md	False	literal-reference; check dynamic assembly in AP03	pattern-or-unresolved
skills/nova/project_setup/progress-json.md	332	docs/architecture/pipeline-test-gate-security-user-guide.md	True	literal-reference; check dynamic assembly in AP03	file
skills/nova/project_setup/progress-json.md	341	docs/architecture/pipeline-test-gate-unit-user-guide.md	True	literal-reference; check dynamic assembly in AP03	file
skills/nova/project_setup/progress-json.md	362	docs/architecture/pipeline-test-gate-kubernetes-fixture-configuration-reference.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-deploy-prism-command.mts	8	docs/generated/inventory/secret-setup.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-a11y-baseline.mjs	3	docs/architecture/pipeline-test-gate-a11y-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-a11y-cutover.mts	3	docs/architecture/pipeline-test-gate-a11y-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-a11y-cutover.mts	19	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-a11y-parity.mts	3	docs/architecture/pipeline-test-gate-a11y-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-a11y-parity.mts	4	docs/architecture/pipeline-test-gate-a11y-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-api-baseline.mjs	3	docs/architecture/pipeline-test-gate-api-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-api-cutover.mts	3	docs/architecture/pipeline-test-gate-api-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-api-cutover.mts	25	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-api-parity.mts	3	docs/architecture/pipeline-test-gate-api-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-api-parity.mts	4	docs/architecture/pipeline-test-gate-api-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-container-build-baseline.mjs	3	docs/architecture/pipeline-test-gate-container-build-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-container-build-cutover.mts	9	docs/architecture/pipeline-test-gate-container-build-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-container-build-cutover.mts	14	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-container-build-parity.mts	5	docs/architecture/pipeline-test-gate-container-build-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-container-build-parity.mts	6	docs/architecture/pipeline-test-gate-container-build-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-e2e-baseline.mjs	2	docs/architecture/pipeline-test-gate-e2e-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-e2e-cutover.mts	2	docs/architecture/pipeline-test-gate-e2e-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-e2e-cutover.mts	18	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-e2e-parity.mts	2	docs/architecture/pipeline-test-gate-e2e-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-http-baseline.mjs	4	docs/architecture/pipeline-test-gate-http-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-http-cutover.mts	4	docs/architecture/pipeline-test-gate-http-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-http-cutover.mts	10	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-http-cutover.mts	31	docs/architecture/pipeline-test-gate-decision-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-http-parity.mts	75	docs/architecture/pipeline-test-gate-http-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-http-parity.mts	76	docs/architecture/pipeline-test-gate-http-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-kubernetes-fixture-baseline.mjs	4	docs/architecture/pipeline-test-gate-kubernetes-fixture-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-kubernetes-fixture-cutover.mts	10	docs/architecture/pipeline-test-gate-kubernetes-fixture-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-kubernetes-fixture-cutover.mts	16	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-kubernetes-fixture-parity.mts	7	docs/architecture/pipeline-test-gate-kubernetes-fixture-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-kubernetes-fixture-parity.mts	8	docs/architecture/pipeline-test-gate-kubernetes-fixture-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-lighthouse-baseline.mjs	3	docs/architecture/pipeline-test-gate-lighthouse-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-lighthouse-cutover.mts	3	docs/architecture/pipeline-test-gate-lighthouse-cutover-inventory.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-lighthouse-cutover.mts	19	docs/architecture/pipeline-test-gate-suite-migration-status.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-lighthouse-parity.mts	3	docs/architecture/pipeline-test-gate-lighthouse-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-lighthouse-parity.mts	4	docs/architecture/pipeline-test-gate-lighthouse-parity-ledger.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-manifest-lint-baseline.mjs	4	docs/architecture/pipeline-test-gate-manifest-lint-baseline.json	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-manifest-lint-baseline.mjs	20	docs/architecture/pipeline-test-gate-manifest-lint-implementation-plan.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-manifest-lint-baseline.mjs	21	docs/architecture/pipeline-test-gate-manifest-lint-user-guide.md	True	literal-reference; check dynamic assembly in AP03	file
tests/verification/contracts/check-pipeline-manifest-lint-baseline.mjs	22	docs/architecture/pipeline-test-gate-manifest-lint-operator-guide.md	True	literal-reference; check dynamic assembly in AP03	file
